AWS,Row Position,Column Position,name,DEM,Imerg,R500,SLHF,TCLW,TCWV
0.0,11,208,20190407080000,0,0.0,5.8864374,-141475.0,0.0005493164,42.36458
0.6000000238418579,13,111,20190407080000,203,0.0,26.097374,-1309603.0,0.15283203,40.14778
0.0,17,29,20190407090000,1029,2.452049,8.62646,-757968.0,0.04043579,32.048035
0.0,30,202,20190407090000,0,0.0,9.778804,-152336.0,0.00579834,41.661316
0.0,36,172,20190407090000,32767,0.0,9.360835,-114320.0,0.00088500977,41.085144
0.0,49,157,20190407090000,32767,0.0,20.165524,-128272.0,0.0045166016,40.059753
0.0,70,106,20190407090000,1477,0.0,36.07568,-842640.0,0.1619873,40.198425
0.0,71,227,20190407090000,0,0.0,49.56396,-68688.0,0.001373291,39.936707
0.0,74,197,20190407090000,0,0.0,47.0874,-85776.0,0.0008544922,39.061707
0.0,80,74,20190407090000,149,0.0,15.770991,-578320.0,0.06729126,40.524597
0.0,80,92,20190407090000,496,0.0,19.310055,-806032.0,0.12332153,41.8703
0.0,83,34,20190407090000,186,4.6214213,17.548336,-794896.0,0.06222534,40.471863
0.0,86,140,20190407090000,0,1.0506018,38.630367,-305232.0,0.09210205,44.380066
0.20000000298023224,13,111,20190407090000,203,0.0,15.212398,-981520.0,0.15740967,42.00116
0.0,2,143,20190407090000,6,0.0,13.860835,-516304.0,0.20474243,43.13983
0.0,65,187,20190407090000,0,0.0,35.540524,-154448.0,0.0025634766,37.624207
0.20000000298023224,13,111,20190407100000,203,0.0,17.982323,-564572.0,0.059783936,42.533295
0.0,86,179,20190407100000,32767,0.0,48.560448,-106716.0,0.004180908,37.5372
0.0,67,197,20190407100000,0,0.0,36.177635,-299804.0,0.0045166016,37.459076
0.0,58,37,20190407100000,216,0.0,18.814354,-528412.0,0.24386597,36.410248
0.0,57,246,20190407100000,0,0.0,36.232323,-71260.0,0.0046081543,38.013763
0.0,79,191,20190407100000,32767,0.0,45.482323,-77468.0,0.0027160645,38.890717
0.0,7,38,20190407110000,546,8.66,10.20994,-213529.0,0.045898438,32.208817
0.0,11,53,20190407110000,849,0.0,19.83494,-191257.0,0.07284546,26.972488
0.0,22,180,20190407110000,32767,0.0,5.788065,-76761.0,6.1035156e-05,40.19319
0.0,24,76,20190407110000,1234,0.0,42.21775,-206361.0,0.14682007,30.640457
0.0,48,9,20190407110000,816,0.0,14.264627,-308697.0,0.02355957,32.501785
0.0,50,89,20190407110000,545,0.0,17.377909,-200729.0,0.095458984,37.25374
0.0,50,172,20190407110000,32767,0.0,21.034159,-114713.0,0.0,36.45491
0.0,58,10,20190407110000,1042,0.0,3.2919712,-238105.0,0.011138916,33.19319
0.0,63,73,20190407110000,344,0.0,18.77244,-172505.0,0.03567505,36.384598
0.0,68,74,20190407110000,207,0.0,18.807596,-226777.0,0.044769287,38.44319
0.0,70,136,20190407110000,0,0.0,27.620096,-170201.0,0.042755127,42.69124
0.0,74,195,20190407110000,0,0.0,43.545876,-72665.0,0.00091552734,37.970535
0.0,84,9,20190407110000,259,0.0,14.768534,-195481.0,0.067108154,34.3553
0.0,89,99,20190407110000,460,0.04,41.249,-151513.0,0.23535156,45.302567
0.20000000298023224,16,96,20190407110000,297,0.16,31.186502,-214169.0,0.09164429,40.177567
0.20000000298023224,13,111,20190407110000,203,0.0,16.401346,-203929.0,0.045410156,43.976395
32.099998474121094,20,91,20190407110000,470,0.0,33.256813,-246681.0,0.08520508,39.531082
0.0,31,239,20190407120000,35,0.0,16.055971,-89861.0,0.03781128,44.81201
0.0,31,156,20190407120000,32767,0.0,12.075502,-15429.0,0.0009765625,38.140137
0.20000000298023224,16,96,20190407120000,297,0.34,37.516907,-12549.0,0.046325684,39.96826
0.800000011920929,18,102,20190407120000,331,0.0,39.415344,-10885.0,0.047607422,42.12451
0.0,40,234,20190407120000,87,0.0,24.184877,-47045.0,0.03277588,43.931152
0.0,56,57,20190407120000,847,0.0,24.200502,-5317.0,0.070495605,34.92334
0.4000000059604645,20,103,20190407120000,357,0.0,35.43097,-24709.0,0.050689697,46.27295
0.20000000298023224,20,91,20190407120000,470,0.0,39.208313,-12485.0,0.04083252,38.53076
0.0,66,41,20190407120000,383,0.0,28.231752,-73989.0,0.044403076,36.24756
0.0,11,59,20190407120000,1206,0.0,14.235659,-25861.0,0.044647217,27.401855
0.0,45,242,20190407120000,0,0.0,31.153627,-33541.0,0.014984131,41.17334
0.0,31,146,20190407130000,0,0.0,22.260933,4643.0,0.012023926,40.562912
0.0,48,18,20190407130000,871,0.0,15.147652,-15133.0,0.005554199,30.6176
0.0,58,218,20190407130000,316,0.0,33.00312,-10013.0,0.0016174316,36.48674
0.0,64,186,20190407130000,0,0.0,33.60859,-173533.0,6.1035156e-05,36.508224
0.0,66,70,20190407130000,167,0.0,30.23359,-31133.0,0.064331055,40.447678
0.0,17,126,20190407130000,11,0.0,27.542183,-21277.0,0.033294678,47.03752
0.0,22,131,20190407130000,10,0.0,26.04609,-8541.0,0.016998291,43.97502
0.0,23,187,20190407130000,32767,0.0,6.9289017,-79901.0,6.1035156e-05,38.66252
0.0,40,81,20190407130000,845,1.1896564,21.530464,-5213.0,0.057678223,32.8051
0.0,36,138,20190407130000,0,0.0,28.612495,24227.0,0.015289307,41.865646
0.0,32,145,20190407130000,0,0.0,22.260933,4643.0,0.012023926,40.562912
0.0,24,197,20190407130000,32767,0.0,7.608589,-59741.0,0.0018310547,39.521896
0.0,70,86,20190407130000,668,0.98017424,24.00312,-14557.0,0.07595825,38.57463
0.0,85,42,20190407130000,171,0.0,34.09687,-89693.0,0.067230225,42.031662
0.0,84,203,20190407130000,32767,0.0,45.56562,-62813.0,0.0,39.76799
0.0,72,59,20190407130000,174,0.0,36.92109,-31005.0,0.083465576,38.98674
0.0,45,185,20190407130000,0,0.0,21.089058,-76701.0,0.0022888184,40.87346
0.0,28,5,20190407130000,685,0.0,10.210152,-17885.0,0.013092041,25.478928
0.0,71,127,20190407140000,10,0.0,33.11924,-45978.0,0.034820557,50.25641
0.0,22,91,20190407140000,970,0.0,27.439552,5222.0,0.029876709,35.305237
0.0,3,205,20190407140000,0,0.0,10.462989,-46426.0,0.0010070801,38.793518
0.0,7,114,20190407140000,335,0.0,35.384865,1830.0,0.068237305,48.02594
0.0,7,187,20190407140000,32767,0.0,13.228614,-31578.0,0.0007324219,39.20172
0.0,9,133,20190407140000,8,0.0,30.666115,-1306.0,0.025634766,47.002502
0.0,10,22,20190407140000,716,0.0,8.560645,-3994.0,0.02758789,28.598206
0.0,11,169,20190407140000,0,0.0,17.927834,8422.0,0.0049743652,39.96344
0.0,19,57,20190407140000,1473,0.44295406,8.025489,-7834.0,0.041046143,25.824768
0.0,22,80,20190407140000,922,1.7817507,22.724709,-1178.0,0.019165039,29.756409
0.20000000298023224,13,111,20190407140000,203,0.0,37.00596,12390.0,0.08609009,47.615784
0.0,24,221,20190407140000,0,0.0,7.873145,-5338.0,0.00030517578,38.533752
0.0,28,217,20190407140000,22,0.0,7.873145,-5338.0,0.00030517578,38.533752
0.0,33,195,20190407140000,0,0.0,13.314551,-100762.0,6.1035156e-05,39.828674
0.0,35,249,20190407140000,18,0.0,16.080177,-16858.0,0.007843018,41.090393
0.0,40,185,20190407140000,0,0.0,18.677834,-67994.0,0.0007324219,40.379456
0.0,54,70,20190407140000,750,0.0,22.576271,-4378.0,0.07046509,32.54547
0.0,83,10,20190407140000,285,0.09880924,22.951271,-40666.0,0.0435791,37.209534
0.0,61,39,20190407140000,220,0.1821697,9.623145,-34778.0,0.027282715,35.60211
0.0,0,129,20190407140000,10,0.0,27.947365,-10522.0,0.034851074,47.660706
3.799999952316284,4,85,20190407150000,858,0.38,16.067656,7957.0,0.026489258,33.38138
0.0,16,9,20190407150000,616,0.0,15.329374,-18219.0,0.012451172,27.510284
0.0,10,91,20190407150000,1251,0.0,20.075468,6933.0,0.023498535,33.9263
0.0,86,222,20190407150000,32767,0.0,48.048126,-50283.0,0.0,40.953644
0.0,78,181,20190407150000,32767,0.0,36.11844,-93035.0,0.004638672,38.4263
0.0,69,47,20190407150000,803,0.0,18.387968,-28459.0,0.05987549,40.498566
0.0,68,215,20190407150000,89,0.0,41.208282,-17771.0,0.0,37.805206
0.0,68,59,20190407150000,169,0.0,29.630156,-35755.0,0.062561035,42.31888
0.0,60,193,20190407150000,64,0.0,29.923124,-102379.0,0.00024414062,35.705597
0.0,55,243,20190407150000,0,0.0,30.12625,-41515.0,0.0012207031,38.38333
0.0,34,106,20190407150000,246,0.0,21.887968,2645.0,0.062438965,42.75638
0.0,34,88,20190407150000,894,0.84,19.973906,1429.0,0.028442383,31.811066
0.0,29,82,20190407150000,1343,17.08,14.106718,-3947.0,0.01965332,28.559113
0.0,26,186,20190407150000,32767,0.0,13.438749,-62891.0,0.0006713867,39.52591
0.0,21,221,20190407150000,0,0.0,6.3332806,-7531.0,6.1035156e-05,38.39505
0.0,19,129,20190407150000,9,0.0,34.079376,6357.0,0.010620117,45.766144
0.0,1,192,20190407150000,0,0.0,15.665312,-29099.0,0.0005493164,39.28763
0.0,5,24,20190407150000,782,0.0,12.184843,-7851.0,0.021728516,28.367706
0.0,13,94,20190407150000,483,0.0,23.161406,4949.0,0.02331543,34.24466
0.0,87,150,20190407150000,0,0.0,56.20047,-56555.0,0.031555176,47.547394
0.0,66,21,20190407160000,364,0.0,12.190945,-15065.0,0.03753662,34.322235
0.0,83,89,20190407160000,150,0.0495633,54.42532,-85593.0,0.06304932,45.152313
0.0,8,167,20190407160000,0,0.0,20.2886,4903.0,0.0010375977,40.195282
0.0,83,44,20190407160000,174,0.6861339,44.511257,-48857.0,0.035827637,44.027313
0.0,14,215,20190407160000,0,0.0,9.890163,-25753.0,0.00018310547,37.779266
0.0,26,76,20190407160000,1462,0.0,8.710476,-4761.0,0.024719238,26.072235
0.0,33,116,20190407160000,13,0.0,21.573757,-1881.0,0.025268555,45.378876
0.0,33,216,20190407160000,62,0.07243867,13.476101,-1177.0,0.00012207031,36.853485
0.0,34,205,20190407160000,4,0.0,15.276882,-43481.0,6.1035156e-05,37.164032
0.0,40,113,20190407160000,141,0.0,22.230007,679.0,0.032043457,44.789032
0.0,42,246,20190407160000,0,0.0,16.983913,-2969.0,0.00048828125,39.24997
0.0,45,227,20190407160000,121,0.01392222,21.683132,-4505.0,0.00079345703,37.976532
0.0,50,231,20190407160000,44,0.0,28.56985,-11929.0,0.001159668,38.628876
0.0,58,8,20190407160000,755,0.0,11.772976,-3545.0,0.016967773,26.851532
0.20000000298023224,8,96,20190407160000,1285,2.2453694,16.620632,9895.0,0.030700684,34.046844
1.0,6,86,20190407160000,1013,2.8871028,12.347195,7911.0,0.03552246,33.164032
0.800000011920929,4,85,20190407160000,858,0.96520346,12.257351,9959.0,0.030761719,34.23239
0.4000000059604645,42,101,20190407160000,385,0.0,22.64407,11879.0,0.08099365,38.603485
9.0,14,90,20190407160000,377,0.810253,12.30032,5159.0,0.032714844,32.583954
12.899999618530273,14,87,20190407160000,354,3.4237537,12.30032,5159.0,0.032714844,32.583954
0.20000000298023224,8,88,20190407160000,954,3.9634156,12.347195,7911.0,0.03552246,33.164032
0.0,65,0,20190407160000,682,0.0,13.194851,-20953.0,0.013916016,27.71286
0.0,65,178,20190407160000,0,0.0,28.784695,-168281.0,0.0015869141,37.41208
0.0,67,189,20190407160000,0,0.0,29.335476,-209881.0,0.001159668,36.773407
0.0,0,229,20190407160000,14,0.0,10.171413,17959.0,0.0005493164,39.16989
0.0,0,127,20190407160000,11,0.0,27.167507,6183.0,0.020080566,49.15036
0.0,16,50,20190407170000,860,0.0,12.227049,-5846.0,0.024108887,28.507309
0.0,71,235,20190407170000,0,0.0,40.871582,-55126.0,0.0,39.61473
0.0,22,214,20190407170000,0,0.0,11.816893,-11030.0,0.00012207031,37.49559
0.0,5,154,20190407170000,5,0.0,32.516113,5354.0,0.0056762695,42.335434
0.0,1,244,20190407170000,0,0.0,8.62158,-15894.0,0.00018310547,38.31981
0.0,0,118,20190407170000,12,0.0,21.27783,2794.0,0.032043457,46.440903
0.0,0,20,20190407170000,865,0.0,23.730955,-4182.0,0.009216309,28.556137
0.20000000298023224,8,99,20190407170000,499,0.0,17.516111,5226.0,0.04559326,37.179184
0.6000000238418579,8,96,20190407170000,1285,0.0892755,12.93408,12394.0,0.035095215,34.300278
0.0,8,18,20190407170000,823,0.0,14.586424,-8150.0,0.0044555664,27.528793
0.0,81,206,20190407170000,32767,0.0,41.480957,-70230.0,0.0012817383,40.20262
0.0,81,62,20190407170000,172,0.35731906,44.016113,-64022.0,0.1338501,45.686996
0.0,78,205,20190407170000,32767,0.0,38.1333,-66070.0,0.0009765625,40.061996
0.0,64,141,20190407170000,0,0.0,30.594236,-117846.0,0.0010375977,44.81981
0.0,61,183,20190407170000,0,0.0,30.65283,-224342.0,0.00048828125,37.45067
0.0,56,149,20190407170000,0,0.0,26.930174,-131478.0,0.00024414062,42.317856
0.0,47,91,20190407170000,200,0.043645915,23.969236,1386.0,0.039916992,40.02684
0.0,27,249,20190407170000,0,0.0,9.820799,-2518.0,0.00048828125,38.228012
0.0,20,186,20190407170000,32767,0.0,18.15283,-28950.0,0.00012207031,40.786606
0.0,34,159,20190407170000,32767,7.147612,30.047361,-22614.0,6.1035156e-05,39.10887
0.0,8,23,20190407170000,697,0.0,14.820799,6634.0,0.015136719,28.579575
0.0,54,4,20190407180000,1099,0.0,15.40059,-1547.0,0.00592041,29.077911
0.20000000298023224,21,102,20190407180000,261,0.24009584,11.466996,17205.0,0.05810547,35.35721
0.0,88,43,20190407180000,176,0.0,63.506058,-29579.0,0.035827637,45.86502
0.0,87,147,20190407180000,0,0.0,54.541214,-47627.0,0.01586914,49.074005
0.0,63,80,20190407180000,733,7.124712,26.091995,-2571.0,0.043640137,40.55838
0.0,54,206,20190407180000,926,0.0,27.037308,-1931.0,0.00012207031,29.505646
0.0,45,93,20190407180000,306,0.0,21.611526,8629.0,0.030883789,40.363068
0.10000000149011612,24,167,20190407180000,0,0.07259711,30.209183,-55243.0,6.1035156e-05,39.753693
0.0,35,156,20190407180000,32767,0.0,24.642776,-23179.0,0.0009765625,40.974396
0.0,25,89,20190407180000,555,0.4951386,9.908402,9589.0,0.019470215,28.435333
0.0,21,103,20190407180000,276,0.24009584,14.943559,7605.0,0.10003662,41.062286
0.0,14,2,20190407180000,1014,0.0,11.716996,-13643.0,0.010986328,25.87674
0.0,10,28,20190407180000,1226,0.0,15.072465,6005.0,0.017028809,30.105255
0.0,7,172,20190407180000,0,0.0,29.037308,-5259.0,6.1035156e-05,41.148224
0.0,3,190,20190407180000,32767,0.0,21.85762,-17163.0,6.1035156e-05,41.63846
0.0,2,21,20190407180000,965,0.0,17.595901,-2635.0,0.00970459,28.734161
0.0,28,56,20190407180000,812,0.0,11.295121,2997.0,0.015075684,26.743927
0.20000000298023224,6,86,20190407180000,1013,0.0,11.138871,9141.0,0.017822266,32.142365
0.0,55,89,20190407190000,1175,0.74,24.983154,-7032.0,0.047180176,35.863724
0.0,12,83,20190407190000,571,0.0,11.932372,-120.0,0.007507324,28.635208
0.0,89,226,20190407190000,32767,0.0,53.295654,-84728.0,0.00030517578,38.29341
0.0,38,167,20190407190000,32767,0.0,27.334717,-83320.0,0.00061035156,38.93013
0.0,55,242,20190407190000,0,0.0,30.881592,-44216.0,6.1035156e-05,38.496536
0.0,19,20,20190407190000,1541,0.0,13.819091,-1080.0,0.0021362305,27.072708
0.0,20,174,20190407190000,0,0.0,30.28003,-18360.0,6.1035156e-05,41.16646
0.0,23,68,20190407190000,946,0.0,10.147216,4488.0,0.0075683594,25.355911
0.0,21,217,20190407190000,0,0.0,14.416747,-16184.0,6.1035156e-05,38.39888
0.05000000074505806,8,88,20190407190000,954,0.0,11.662841,4680.0,0.0079956055,31.074661
0.0,31,132,20190407190000,0,0.0,24.87378,29256.0,0.012878418,46.832474
0.0,28,141,20190407200000,0,0.0,23.860336,33113.0,0.0053100586,45.966843
0.0,4,171,20190407200000,0,0.0,28.219711,14681.0,0.006225586,43.857468
0.0,16,25,20190407200000,877,0.0,13.954087,28761.0,0.017700195,29.074265
0.0,23,72,20190407200000,1252,0.0,10.547837,-5223.0,0.004760742,24.619186
0.20000000298023224,16,105,20190407200000,444,0.0,10.9423685,-615.0,0.15917969,37.585983
0.0,29,210,20190407200000,0,0.0,19.098618,-3687.0,6.1035156e-05,38.617233
0.0,51,111,20190407200000,15,0.50973076,33.008774,-8487.0,0.03112793,48.550827
0.0,51,240,20190407200000,0,0.0,31.73143,-25895.0,0.0005493164,38.123093
0.0,51,245,20190407200000,0,0.07680774,32.258774,-45863.0,0.001953125,38.648483
0.0,59,103,20190407200000,555,0.90311027,34.96971,-4903.0,0.027832031,45.230515
0.0,65,132,20190407200000,0,0.0,41.340805,-31911.0,0.006164551,50.394577
0.0,82,180,20190407200000,32767,0.086055234,56.434555,-121575.0,0.00048828125,39.755905
0.0,86,160,20190407200000,0,0.95273525,50.028305,-145767.0,0.0008544922,45.09575
0.0,89,47,20190407200000,190,0.0,60.079086,-33447.0,0.013305664,47.53325
0.0,46,249,20190407200000,0,0.0,27.118149,-48679.0,0.0010375977,38.316452
0.0,26,125,20190407210000,20,3.0685594,19.888208,-8195.0,0.012817383,46.62639
0.0,27,47,20190407210000,1079,0.0,12.989771,5693.0,0.002319336,30.050217
0.0,27,74,20190407210000,924,0.0,12.708521,-579.0,0.006164551,24.575607
0.800000011920929,50,96,20190407210000,75,0.285623,39.575706,-18115.0,0.0368042,38.860764
0.0,29,135,20190407210000,0,0.0,23.649927,48125.0,0.0045166016,47.093185
0.20000000298023224,10,98,20190407210000,260,0.0,12.653833,-1411.0,0.038879395,34.686935
0.0,34,196,20190407210000,0,0.0,30.95852,-89219.0,0.00024414062,39.04045
0.0,2,42,20190407210000,569,0.0,12.454615,10429.0,0.06335449,33.40178
0.0,30,107,20190407210000,152,17.52432,19.087427,3645.0,0.12054443,39.49553
0.0,18,0,20190407210000,1317,0.0,9.497583,-9347.0,0.00048828125,25.097092
0.0,86,180,20190407210000,32767,0.0,52.704613,-138371.0,0.0006713867,39.94084
0.0,84,57,20190407210000,174,0.0,52.595238,-50755.0,0.012390137,47.350998
0.0,11,10,20190407210000,621,0.0,7.696802,-3907.0,0.0025634766,29.106857
0.0,51,106,20190407210000,65,1.7008507,37.380394,-4995.0,0.042663574,48.569748
0.0,45,107,20190407210000,132,7.2056174,32.442894,-6659.0,0.08648682,45.559982
0.0,24,2,20190407210000,676,0.0,9.622583,-12355.0,0.0009765625,25.347092
0.0,36,78,20190407210000,713,0.0,20.892115,6333.0,0.018615723,27.767014
0.0,77,47,20190407210000,166,0.0,31.48977,-50179.0,0.017028809,45.036545
0.800000011920929,51,96,20190407210000,112,0.285623,39.575706,-18115.0,0.0368042,38.860764
0.0,49,69,20190407220000,2166,0.0,26.766304,-2185.0,0.017211914,32.362183
0.0,54,186,20190407220000,0,0.0,35.71943,-371401.0,0.0018920898,40.381714
0.0,56,126,20190407220000,0,0.0,48.60224,-11433.0,0.013366699,50.20398
0.0,67,135,20190407220000,0,0.0,55.703804,-78025.0,0.005859375,51.784058
0.0,69,193,20190407220000,0,0.0,49.465523,-91977.0,0.022705078,40.71765
0.0,71,33,20190407220000,280,0.0,15.969429,-14025.0,0.043640137,42.85437
0.0,2,245,20190407220000,0,0.0,17.094429,-8617.0,6.1035156e-05,41.258667
0.0,83,160,20190407220000,0,0.0,53.215523,-163817.0,0.0012207031,47.82312
0.0,11,19,20190407220000,938,0.0,8.418648,-8713.0,0.00048828125,27.893433
0.0,12,52,20190407220000,1117,0.0,14.922554,-841.0,0.0025024414,33.432495
0.0,21,96,20190407220000,484,0.0,20.828804,2551.0,0.02142334,32.444214
0.0,26,181,20190407220000,32767,0.0,23.731148,-81161.0,0.002319336,42.62976
0.0,38,73,20190407220000,1263,0.0,19.602242,5527.0,0.022399902,29.034058
0.0,47,1,20190407220000,1032,0.0,8.906929,-15241.0,0.002380371,23.37976
0.0,88,153,20190407220000,0,0.0,54.285835,-83561.0,0.001159668,50.91687
0.20000000298023224,2,101,20190407220000,495,0.0,15.535835,-2985.0,0.10070801,38.79187
0.20000000298023224,44,104,20190407220000,89,0.47313088,47.46943,3415.0,0.064208984,46.55945
0.0,5,100,20190407220000,437,0.0,15.535835,-2985.0,0.10070801,38.79187
0.0,6,136,20190407220000,10,1.4403645,13.746773,-20841.0,0.037109375,48.49109
0.0,5,135,20190407220000,9,1.4403645,12.090523,-969.0,0.09307861,47.88562
0.0,0,82,20190407220000,672,0.0,16.012398,26295.0,0.031188965,36.006714
0.20000000298023224,54,102,20190407230000,32,5.483831,56.940517,-3990.0,0.04348755,43.974365
0.0,87,25,20190407230000,421,0.0,19.799892,-8342.0,0.009246826,41.722412
0.0,89,113,20190407230000,212,0.0,85.23348,2122.0,0.0064086914,49.19702
0.20000000298023224,50,108,20190407230000,241,0.0,58.358486,-534.0,0.05328369,49.93921
0.0,85,221,20190407230000,32767,0.0,58.983486,-128950.0,0.0059814453,39.11499
0.0,86,207,20190407230000,32767,0.0,64.729576,-111510.0,0.009155273,40.27124
0.0,42,199,20190407230000,55,0.0,32.049892,-66582.0,0.0044555664,38.925537
0.0,21,170,20190407230000,0,0.0,29.553799,-15286.0,0.0053710938,46.73999
0.0,31,224,20190407230000,46,0.0,25.495205,-16438.0,0.00030517578,37.804443
0.0,2,78,20190407230000,1123,0.0,18.022549,18250.0,0.051757812,36.738037
0.0,81,41,20190407230000,160,0.0,20.999111,-34390.0,0.008148193,46.69702
0.0,32,123,20190407230000,2,1.7941158,41.108486,-20662.0,0.029418945,48.929443
0.0,15,96,20190407230000,797,0.0,15.889735,7178.0,0.043029785,33.92749
0.0,8,95,20190407230000,1166,0.0,14.620204,17898.0,0.04559326,34.67163
0.0,49,67,20190407230000,1754,2.8630145,22.76083,-1366.0,0.011810303,31.794678
0.0,50,136,20190407230000,0,0.0,50.487392,-65206.0,0.008270264,49.874756
0.0,51,213,20190407230000,1321,0.0,36.06161,-3862.0,0.022247314,29.570068
0.0,58,220,20190407230000,738,1.1524776,37.659267,6538.0,0.11785889,32.743896
0.0,60,93,20190407230000,813,0.60735124,61.182705,-17334.0,0.0513916,36.54663
0.0,78,235,20190407230000,32767,0.0,47.264736,-192662.0,0.0061950684,38.716553
0.0,47,1,20190407230000,1032,0.0,8.538173,-13078.0,0.0021972656,22.743896
0.0,87,203,20190408000000,32767,0.0,67.41748,-147472.0,0.0059814453,40.381912
0.0,76,185,20190408000000,0,0.0,51.37061,-114832.0,0.004211426,41.409256
0.20000000298023224,13,111,20190408000000,203,0.0,24.82764,-54672.0,0.095214844,42.145584
0.10000000149011612,24,167,20190408000000,0,0.0,38.14014,-51536.0,0.0037841797,47.001053
0.20000000298023224,16,105,20190408000000,444,0.0,20.155766,-42832.0,0.103515625,39.76863
0.0,75,125,20190408000000,110,0.0,79.58545,-108848.0,0.0017089844,51.288162
0.0,37,17,20190408000000,510,0.0,8.433109,-21040.0,0.0018310547,28.53621
0.0,74,30,20190408000000,206,0.0,18.64014,-52048.0,0.014526367,41.319412
0.0,10,35,20190408000000,676,0.0,7.882328,1680.0,0.0491333,31.958084
0.0,16,152,20190408000000,0,0.0,28.929203,68944.0,0.020996094,48.51277
0.0,28,217,20190408000000,22,0.0,29.20264,-49744.0,0.00048828125,41.63777
0.0,74,195,20190408000000,0,0.0,53.862797,-93840.0,0.005126953,40.960037
0.0,35,29,20190408000000,957,0.0,8.819828,-32848.0,0.005126953,28.225662
0.0,40,84,20190408000000,690,0.0,26.479984,-42832.0,0.026367188,33.16902
0.0,31,122,20190408000000,10,0.0,51.257328,-25040.0,0.05419922,49.622147
0.0,46,148,20190408000000,0,0.0,51.80811,-110672.0,0.004638672,49.034256
0.0,60,197,20190408000000,733,0.0,47.93311,-105648.0,0.04083252,35.30574
0.0,63,249,20190408000000,0,0.0,42.72217,-189904.0,0.013061523,39.813553
0.0,65,31,20190408000000,229,0.0,15.425297,-38320.0,0.05718994,41.11824
0.0,73,117,20190408000000,20,1.27,73.26514,-101584.0,0.0040283203,52.12996
0.0,42,125,20190408000000,0,0.0,53.882328,4720.0,0.026367188,50.663162
0.0,4,200,20190408010000,0,0.0,26.23716,-34158.0,0.00048828125,46.729034
0.0,3,169,20190408010000,3,0.0,27.248878,21074.0,0.04876709,48.75833
0.0,85,165,20190408010000,0,0.0,56.54966,-186574.0,0.0014648438,50.76419
0.0,66,155,20190408010000,32767,0.0,63.315285,-188046.0,0.0018920898,50.60013
0.0,55,205,20190408010000,883,0.0,48.119972,-466446.0,0.0037231445,31.35794
0.0,35,48,20190408010000,1101,0.0,10.397316,-319854.0,0.010925293,29.2388
0.0,29,102,20190408010000,349,0.0,23.389503,-348526.0,0.007873535,35.422394
0.0,27,103,20190408010000,392,0.0,31.565285,-281230.0,0.038513184,41.27591
0.0,11,135,20190408010000,10,0.093865946,36.19419,-312654.0,0.10913086,50.260284
0.0,5,125,20190408010000,9,0.07544217,24.717628,-266638.0,0.16571045,49.51419
3.5999999046325684,4,144,20190408010000,6,0.088942364,27.54966,-331502.0,0.105529785,48.229034
0.20000000298023224,16,105,20190408010000,444,0.0,17.748878,-288398.0,0.042785645,40.629425
0.6000000238418579,3,64,20190408010000,805,0.21617615,10.272316,-323790.0,0.0099487305,28.756378
1.7999999523162842,1,74,20190408010000,781,0.0,13.119972,-201294.0,0.013366699,33.564972
0.10000000149011612,10,99,20190408010000,342,0.0,13.7957535,-282286.0,0.02154541,38.484894
0.0,52,106,20190408020000,47,0.013431672,67.54435,-660146.0,0.06524658,49.979782
0.4000000059604645,4,144,20190408020000,6,1.2368122,43.12638,-566514.0,0.1251831,49.470016
0.800000011920929,2,79,20190408020000,1025,0.14262104,11.001383,-599026.0,0.002319336,32.518845
0.4000000059604645,16,105,20190408020000,444,0.38724685,17.532633,-705010.0,0.024963379,41.225876
0.0,85,216,20190408020000,32767,0.0,61.724037,-154610.0,0.0060424805,39.124313
0.0,82,122,20190408020000,307,0.0,85.892006,-976498.0,0.00061035156,47.09111
0.0,79,239,20190408020000,32767,0.0,52.89982,-235570.0,0.008972168,38.468063
0.0,80,59,20190408020000,169,0.44110653,22.813883,-444850.0,0.0017089844,46.69072
0.0,42,195,20190408020000,42,0.0,44.83732,-255538.0,0.0004272461,41.237595
0.0,22,14,20190408020000,944,0.0,11.216227,-513010.0,0.0009765625,24.454391
0.0,16,23,20190408020000,978,0.0,9.790445,-712498.0,0.005004883,25.708298
0.0,8,77,20190408020000,685,0.0,9.14982,-621554.0,0.0018310547,29.860641
0.0,5,234,20190408020000,0,0.0,27.720133,-239602.0,0.0025634766,46.45439
0.0,3,201,20190408020000,0,0.0,29.64982,-41138.0,0.0007324219,46.59697
0.0,3,114,20190408020000,13,0.0,14.61857,-504882.0,0.07940674,46.848923
0.0,86,105,20190408020000,442,0.0,98.56779,-590066.0,0.051757812,44.17119
0.0,68,56,20190408020000,161,0.0,20.102945,-592114.0,0.0010375977,42.481735
0.20000000298023224,16,105,20190408030000,444,0.0,18.162544,-1151562.0,0.010131836,40.581375
0.0,88,56,20190408030000,184,0.0,32.326607,-439562.0,0.0138549805,49.932938
1.399999976158142,84,124,20190408030000,259,0.0,87.60786,-1302410.0,0.0032348633,47.319656
0.20000000298023224,10,134,20190408030000,9,0.0,44.150826,-687114.0,0.1593628,52.579422
0.0,7,172,20190408030000,0,0.0,50.736763,-11210.0,0.002746582,48.886063
0.0,9,189,20190408030000,32767,0.0,46.182076,-86410.0,0.0015869141,48.08333
0.0,27,7,20190408030000,514,0.0,13.545356,-721098.0,0.008972168,23.75325
0.0,34,110,20190408030000,98,0.0,34.643013,-954186.0,0.06994629,47.829422
